sentence_id,sentence_label,sentence_text
45,1,"[['really', 'come', 'back', 'pardon', 'pun']]"
48,1,"[['I', 'want', 'life', 'eat', 'lollipops', 'Twitter']]"
51,1,"[['Indian', 'Home', 'minister', 'got', 'shoe', 'Like', 'Bush', 'got', 'last', 'time', 'But', 'difference', 'Bush']]"
52,1,"[['u', 'r', 'heart', 'u', 'want', 'go', 'Biz', 'As', 'love', 'different', 'question']]"
54,1,"[['brain', 'hurts', 'work']]"
58,1,[['added']]
61,1,"[['drew', 'cute', 'baby', 'zebra', 'think', 'favorite', 'far']]"
64,1,"[['beat', 'ass']]"
66,1,"[['Four', 'days', 'till', 'get', 'see', 'girlfriend']]"
67,1,"[['Love', 'sense', 'humour'], ['It', 'fired', 'burnt', 'happening', 'world', 'week']]"
69,1,"[['size', 'r', 'u']]"
73,1,"[['Yes', 'found', 'good', 'sized', 'photo']]"
75,1,"[['reading', 'David', 'Wells', 'Courage', 'Protestant', 'amp', 'run', 'life']]"
76,1,"[['esp', 'updates', 'hit', 'phone']]"
77,1,"[['I', 'proud', 'father', 'two', 'sons']]"
81,1,"[['But', 'freezing', 'outside', 'I', 'want', 'miss'], ['I', 'job']]"
82,1,"[['Finally', 'going']]"
84,1,"[['Had', 'exceptional', 'day', 'goes', 'smoothly', 'heaps', 'done', 'follow', 'extra', 'God', 'promptings']]"
85,1,"[['Beach', 'boyfriend', 'enjoying', 'scenery']]"
87,1,"[['sorry', 'dude', 'go', 'get'], ['looking', 'forward', 'tweets']]"
89,1,"[['VIDEOS', 'COMMENT', 'amp'], ['amp', 'FOLLOW', 'Cheers', 'x']]"
92,1,"[['add', 'baby']]"
93,1,"[['feeling', 'better'], ['I', 'fine', 'I', 'guess', 'I', 'hope']]"
94,1,[['already']]
95,1,"[['Next', 'using', 'glue', 'stick']]"
98,1,"[['want', 'hook']]"
99,1,"[['love', 'writing', 'letters', 'complaint', 'always', 'forget', 'mail', 'em'], ['I', 'head']]"
100,1,[['check']]
101,1,"[['I', 'second']]"
102,1,"[['I', 'one', '5', 'kids', 'go', 'many', 'holidays', 'much', 'organize']]"
103,1,"[['yeah', 'see', 'told'], ['coffee', 'bean', 'chocolate', 'ice', 'blended', 'way', 'better'], ['let', 'know', 'show', 'tonight']]"
104,1,"[['memorized', 'whole', 'site']]"
105,1,"[['skiving', 'work'], ['totally', 'cant', 'today']]"
107,1,"[['great', 'news'], ['ca', 'wait', 'see', 'live', 'SD']]"
108,1,"[['holy', 'crap', 'I', 'updated', 'forever', 'I', 'came', 'say'], ['I', 'try', 'update'], ['Good', 'Night']]"
109,1,"[['yeah'], ['said']]"
112,1,"[['Send', 'later'], ['missed', 'Fridays', 'lyrics']]"
115,1,"[['class', 'surprised', 'cake', 'Lit', 'class'], ['best', 'surprise']]"
116,1,"[['love', 'ur', 'videos', 'amp', 'keep', 'thinking', 'tweets', 'th', 'voice', 'crack']]"
118,1,"[['I', 'love', 'reading', 'tweets', 'nice', 'see', 'lovely', 'mug', 'I', 'read'], ['picture']]"
119,1,"[['birthday', 'June', 'Either', 'Razorblade', 'Romance', 'Deep', 'Shadows', 'Brilliant', 'Highlights', 'cool']]"
121,1,"[['Mi'], ['r', 'u'], ['P', 'Greetings', 'Poland']]"
122,1,"[['ca', 'wait', 'movie']]"
123,1,"[['know', 'dutch', 'newspaper', 'day']]"
124,1,[]
128,1,"[['least', 'good', 'hands']]"
129,1,"[['feel', 'better'], ['I', 'pray', 'BAG', 'nurse']]"
130,1,"[['2', 'drunken', 'stumble', 'room', 'run', 'around', 'sober', 'drunk', 'Hope', 'knocking', 'doors'], ['Good', 'times']]"
132,1,"[['tumbling', 'fool'], ['Love']]"
133,1,"[['Landed', 'Belfast'], ['It', 'wee', 'wee']]"
136,1,"[['Twilight', 'came', 'morning', 'watching']]"
138,1,"[['good', 'morning', 'Evil', 'Twin']]"
139,1,"[['Dull', 'greyish', 'day', 'Brussels'], ['Wearing', 'C', 'amp', 'S', 'sample', 'loving', 'usual'], ['Will', 'definitely', 'buying', 'point']]"
140,1,"[['sister', 'currently', 'telling', '21', 'year', 'olds', 'bar', 'reading', 'books'], ['Maybe', 'I', 'take', 'book', 'bar']]"
143,1,"[['I', 'urge', 'get', 'old', 'microscope', 'running']]"
144,1,"[['Hopefully', 'stop', 'getting', 'studio', 'time'], ['always', 'Terry', 'broadcast', 'car']]"
145,1,"[['pucker'], ['drink', 'choice']]"
147,1,"[['want', 'way']]"
157,1,"[['I', 'forgotten', 'need', 'sometime']]"
162,1,"[['Disturbed'], ['Inside', 'Fire', 'followed', 'Night']]"
163,1,"[['It', 'working', 'hard', 'work', 'smart']]"
164,1,"[['I', 'jealous', 'hope', 'great', 'time', 'vegas'], ['like'], ['LOVE', 'SHOW']]"
167,1,"[['really', 'know'], ['think', 'Globe'], ['yeah'], ['sana', 'na', 'ko', 'para', 'ko', 'na', 'din']]"
168,1,"[['holy', 'week', 'coming', 'along'], ['Hope', 'I', 'bothering', 'think', 'get', 'cards', 'week']]"
171,1,"[['welcome', 'I', 'used', '6', 'months', 'let', 'know', 'like']]"
172,1,"[['hell', 'yeah'], ['man']]"
173,1,"[['Hi', 'thank', 'following']]"
174,1,"[['Me', 'Happy', 'Birthday'], ['Loving', 'foxy', 'avatar', 'pic', 'well', 'Serious', 'party', 'plans', 'big', 'day']]"
177,1,"[['I', 'one', 'I']]"
180,1,"[['cool'], ['spring', 'rolls', 'late', 'lunch', 'hate', 'stupid', 'english', 'thing']]"
182,1,"[['wow'], ['enjoy']]"
183,1,"[['got'], ['going', 'later']]"
184,1,"[['lot', 'people', 'sure']]"
187,1,"[['sounds', 'like', 'celebrated', 'nomination', 'properly'], ['best', 'luck'], ['excited']]"
188,1,"[['On', 'leave', 'taking', 'care', 'baby'], ['He', 'going', '8', 'months', 'old']]"
189,1,"[['watched', 'previews', 'playing', 'way', 'much', 'looks', 'really', 'bad'], ['Stop', 'watching']]"
190,1,"[['great', 'battle', 'stress'], ['Yay', 'staying', 'night', 'homework', 'together']]"
191,1,"[['So', 'may', 'stay', 'outside', 'wonder', 'quick', 'operation']]"
192,1,"[['I', 'going', 'get', 'things', 'soon', 'I', 'finished', 'coffee', 'xx']]"
193,1,"[['High', 'time']]"
195,1,[]
196,1,[['neither']]
197,1,"[['watched', 'fast', 'n', 'furious', '4'], ['na', 'lie', 'SOME', 'bad', 'part', 'sick'], ['Fast', 'cars', 'drive', 'fast', 'cars', 'LOVE']]"
198,1,"[['Well', 'I', 'Fabulous', 'say', 'put', 'piece', 'left', 'side', 'ur', 'head', 'n', 'push', 'ur', 'mind', 'right', 'Not', 'sure', 'tho']]"
203,1,[['dong']]
206,1,"[['I', 'got', 'yay', 'I', 'wish', 'celebrities', 'wish', 'happy', 'never', 'happen']]"
207,1,"[['yes'], ['ur', 'hubby'], ['U', '2', 'R', 'na', 'makes', 'cute', 'babies']]"
208,1,"[['first', 'spanish', 'lesson', 'hour', 'nervous'], ['massive', 'drawing', 'marathon', 'rest', 'day']]"
211,1,"[['I', 'chilling'], ['God', 'blessed', 'another', 'day', 'I', 'NOT', 'smile', 'u', 'know'], ['Hope', '2', 'talk', '2', 'u', 'soon']]"
212,1,"[['I', 'second', 'thank']]"
213,1,"[['thanks', 'putting', 'coolest', 'design', 'cats', 'list']]"
215,1,"[['thankfully', 'may']]"
216,1,"[['probably'], ['thank', 'God'], ['Good', 'Day', 'across', 'pond']]"
217,1,"[['No', 'way'], ['Sleep', 'wicked', 'get', 'create']]"
220,1,"[['I', 'miss'], ['first', 'follower'], ['3', 'need', 'talk'], ['Or', 'thing', 'communicate']]"
221,1,"[['I', 'know', 'Go', 'TEAM', 'GB']]"
224,1,"[['working', 'tweeting', 'enjoying', 'raspberry', 'mocha', 'latte']]"
226,1,"[['bed', 'time']]"
229,1,"[['Oh', 'good'], ['I', 'glad', 'feeling', 'better'], ['I', 'really', 'good'], ['It', 'crazy', 'week', 'though'], ['In', 'good', 'way']]"
232,1,"[['I', 'na', 'help', 'mom', 'get', 'twitter']]"
237,1,"[['already'], ['thrilled']]"
241,1,"[['So', 'far', 'interesting']]"
242,1,[['sure']]
243,1,"[['work'], ['pears', 'liquid', 'state', 'bought', 'weekend'], ['say', 'fruits', 'healthy']]"
245,1,"[['commentators', 'talking', 'Nash', 'twittering', 'Live', 'Suns', 'match']]"
249,1,"[['listen'], ['song']]"
250,1,"[['Thanks', 'advice', 'I', 'put', 'list']]"
253,1,"[['response'], ['already', 'find', 'answer']]"
254,1,"[['Setting', 'new', 'systems', 'contributors']]"
256,1,"[['Always', 'right', 'words', 'Lucas'], ['xx']]"
258,1,"[['close', 'eyes', 'pick', 'one', 'hit', 'reply']]"
260,1,"[['Nice', 'run', 'last', 'night', 'rain'], ['Nobody', 'twittering', 'birds'], ['Spinning', 'tonight', 'training']]"
263,1,"[['I', 'know', 'apologized']]"
264,1,"[['new', 'update'], ['way', 'read']]"
265,1,"[['crazy', 'day', 'school'], ['10', 'hours'], ['watch', 'hills'], ['told'], ['ha'], ['happy', 'birthday']]"
268,1,"[['thanks', 'getting', 'twitter', 'need', 'Jordan', 'amp', 'xxx']]"
269,1,"[['cause', 'really', 'high', 'fluffy', 'inside']]"
270,1,[]
277,1,"[['beginning', 'feel', 'lot', 'like', 'summer', 'everywhere', 'go']]"
278,1,"[['yesterday', 'Cinematic', 'Orchestra', 'concert', 'proved', 'really', 'great', 'band', 'I', 'edge', 'seat', 'whole', 'time']]"
279,1,"[['Another', 'day', 'office', '2', 'days', 'go']]"
282,1,"[['Thanks', 'seemed', 'right', 'moment'], ['I', 'love', 'show'], ['songs', 'bring', 'joy']]"
284,1,"[['yeah', 'guys', 'totally', 'bring', 'dublin', 'party'], ['love', 'company']]"
286,1,"[['make', 'blush']]"
287,1,"[['DO', 'TRIP'], ['I']]"
289,1,"[['I', 'go', 'outside', 'smoke', 'I', 'time'], ['I', 'live', 'next', 'door', 'bar', 'sounds', 'always', 'soothing']]"
295,1,"[['Over', 'Germany', 'Crisis', 'ARE', 'CRISIS']]"
297,1,"[['cool', 'apart', 'show', 'I', 'seen', 'twitter', 'related', 'tv', 'I', 'sure', 'great']]"
299,1,"[['After', 'weekend', 'never', 'forget', 'back']]"
302,1,"[['Big', 'thanks', 'workouts'], ['He', 'kicking', 'butt', 'shape'], ['Hello', 'bikini', 'body']]"
305,1,"[['clouds', 'come', 'fear', 'may', 'late', 'enjoy', 'weather']]"
307,1,"[['No', 'mirror', 'looking']]"
309,1,"[['convenience', 'remedy', 'doc'], ['24']]"
312,1,"[['twitter', 'win'], ['Thanks']]"
313,1,"[['know', 'I', 'mean', 'random', 'time', 'business', 'kids', 'holding', 'together', 'well']]"
315,1,"[['Gee', 'reply', 'wishes'], ['birthday', 'coming', 'I', 'make', 'smile']]"
316,1,"[['Thanks', 'voted', 'owner', 'victory', 'MC', 'election']]"
321,1,"[['posting', '2', 'new', 'photos', 'website', 'kids', 'hit', 'count', 'went', 'way', 'way', 'way'], ['love', 'china', 'views', 'alone']]"
322,1,"[['Pray', 'friend', 'late', 'work', 'pray', 'goes', 'well', 'energy', 'Lord'], ['God', 'Good']]"
325,1,"[['pretty', 'crazy', 'text']]"
327,1,[['sleepover']]
330,1,"[['though', 'get', 'pics', 'anyway']]"
332,1,[['Hes']]
333,1,"[['black', 'amp', 'white'], ['old'], ['call', 'Herbert'], ['I', 'love', 'like', 'living', 'legend'], ['got', 'ta', 'love', 'Berlin', '3']]"
334,1,"[['Looking', 'forward', 'meeting', 'Pastor', 'later']]"
341,1,"[['Just', 'broke', 'Achievements']]"
344,1,"[['time', 'bed', 'night', 'twitters']]"
346,1,"[['Oh', 'goodness', 'I', 'know', 'message', 'friends'], ['Hello', 'Ai']]"
350,1,"[['I', 'love', 'best']]"
351,1,"[['Thanks', 'Music'], ['Just', 'I', 'need', 'send', 'sleep']]"
355,1,"[['Fame', 'Can', 'Change', 'People'], ['Lets', 'Get', 'One', 'Thing', 'Straight', 'There', 'No', 'Reason', 'Change'], ['GET', 'IT']]"
358,1,"[['wine', 'feijoa', 'sorbet', 'muffins', 'chutney', 'large', 'tree', 'always', 'open', 'suggestions', 'tho']]"
359,1,"[['mo', 'ng', 'seasoning', 'mix', 'pancakes', 'mo'], ['heaven', 'eggs', 'ba']]"
360,1,"[['I', 'love', 'movie']]"
363,1,"[['way', 'home', 'fun', 'evening']]"
364,1,"[['life', 'already', 'blessing', 'never', 'know', 'get', 'even', 'blessed'], ['keep', 'heads', 'twitter', 'world']]"
366,1,"[['Just', 'waking', 'ca', 'decide', 'drink', 'breakfast', 'amp', 'people', 'becoming', 'twitter', 'addicts', 'funny']]"
368,1,"[['blog', 'like', 'addiction']]"
370,1,"[['going', 'take', 'nap', 'going', 'BM', 'tuition']]"
373,1,"[['easily', 'make', 'voice', 'calls'], ['Cool', 'stuff', 'thanks', 'Open', 'Source', 'community']]"
374,1,"[['thank', 'much']]"
376,1,"[['Followers', 'More', 'Merrier']]"
381,1,"[['sam', 'threw', 'leftover', 'tea'], ['complained', 'accessory', 'switched', 'airplane', 'mode'], ['unplug', 'tea']]"
382,1,"[['Link', 'takes', 'Hazardous', 'Weather', 'Outlook', 'Michigan', 'quick', 'amp', 'dirty', 'indeed']]"
384,1,"[['I', 'things']]"
385,1,"[['yeah', 'definitely', 'downloading'], ['Thanks']]"
387,1,"[['true'], ['Drama', 'good', 'every']]"
388,1,"[['ca', 'wait', 'go', 'partying', 'tonight']]"
390,1,"[['helping', 'dad', 'computer']]"
391,1,"[['Another', 'challenging', 'meeting', 'French'], ['I', 'hope', 'productive', 'I', 'able', 'understand']]"
394,1,"[['sweet', 'thank']]"
396,1,"[['dissertation', 'script', 'finished', 'tutor', 'final', 'reading', 'COME', 'ON']]"
397,1,"[['Finally', 'made', 'map', 'Panama'], ['Panama', 'like', 'animal', 'love', 'friends']]"
398,1,"[['damn', 'right', 'grill', 'always', 'open']]"
399,1,"[['woke', 'sunshine', 'today', 'makes', 'feel', 'whole', 'lot', 'happier']]"
400,1,"[['Thinking'], ['crossed', 'Turn', 'baby', 'turn']]"
403,1,"[['make', 'octopus']]"
408,1,"[['Saddle', 'buggy'], ['cute'], ['Have', 'great', 'day', 'amp', 'take', 'care', 'thinking', 'Tweet', 'later', 'xx']]"
410,1,"[['national', 'championship', '87', 'band', 'members'], ['Welcome', 'elite', 'group'], ['Cheers', 'Fuchs', 'toast', 'us'], ['go', 'heels']]"
417,1,"[['Ca', 'get', 'early', 'enough'], ['Night', 'workouts', 'much', 'better']]"
418,1,"[['I', 'hate', 'I', 'got', 'back', 'trainer'], ['Go']]"
420,1,[['follow']]
421,1,"[['sending', 'loads', 'Positive', 'vibes', 'way']]"
424,1,"[['quite', 'ago']]"
425,1,"[['10', 'things', 'hate', 'bed']]"
426,1,"[['kind', 'car', 'want', 'involved', 'accident', 'evidence', 'indisputable']]"
429,1,"[['Depends', 'add', 'salary', 'laughable']]"
430,1,"[['tour', 'tm'], ['I', 'excited']]"
431,1,"[['Here', 'one'], ['I', 'Noodles']]"
432,1,"[['Pollen', 'salt', 'daphne', 'loves', 'derby'], ['love'], ['love', 'little', 'song', 'tweets', 'decided', 'send']]"
433,1,"[['New', 'bags', 'almost', 'ready'], ['full', 'textures', 'small', 'surprises', 'guess', 'shop', 'update', 'end', 'week']]"
435,1,"[['guys', 'best'], ['save', 'making', 'fool', 'technology']]"
437,1,"[['It', 'quick', 'exhausting'], ['1', 'day', 'time']]"
438,1,"[['Going', 'bed']]"
439,1,"[['feel', 'like', 'running', 'away', 'far', 'away', 'great', 'place', 'one', 'find']]"
441,1,"[['sounds', 'interesting', 'already']]"
442,1,"[['good', 'morning', 'today'], ['became', 'morning', 'twenty', 'minutes', 'ago', 'america']]"
446,1,"[['reading', 'writing']]"
449,1,"[['Watching', 'show']]"
451,1,"[['Is', 'way', 'right', 'way'], ['Yes'], ['Is', 'right', 'way'], ['Not'], ['I', 'know', 'works', 'clients']]"
457,1,"[['FINALLY'], ['GOT', 'LEFT', '4', 'DEAD', 'WORK', 'MINUS', 'STEAM'], ['need', '4th']]"
458,1,"[['Better', 'I', 'thought', 'I', 'sleep']]"
459,1,"[['I', 'told', 'I', 'told', 'I', 'told', 'finally', 'listened']]"
460,1,"[['Nice', 'pictures'], ['Glad', 'good', 'time']]"
462,1,"[['I', 'sleeping', 'I', 'making', 'awesome', 'CD', 'mixes']]"
463,1,"[['packing', 'another', 'order', 'NEW', 'retailer']]"
464,1,"[['best', 'Looking', 'forward', 'upcoming', 'Aus', 'shows']]"
467,1,"[['Well', 'heading', 'bed', 'early', 'I', 'heading', 'mall', 'AM'], ['Good', 'night']]"
468,1,"[['buy', 'sweater'], ['tell', 'silk', 'really', 'nice', 'polyester']]"
469,1,"[['feeling', 'somewhat', 'artistic', 'time', 'break', 'sketching', 'pad', 'feel', 'new', 'dress', 'design', 'coming']]"
471,1,"[['Good', 'night', 'good', 'day', 'twitters']]"
472,1,"[['I', 'even', 'thankssss', 'page', 'love']]"
473,1,"[['courage', 'pour']]"
475,1,"[['hi'], ['joined', 'think', 'brill'], ['still', 'bed', 'bothered', 'getting'], ['anyway']]"
476,1,"[['u'], ['air', 'kiss', 'u']]"
477,1,"[['Thanks', 'response'], ['already', 'find', 'answer']]"
479,1,"[['I', 'going', 'try', 'last', 'hour'], ['I', 'even', 'turn', 'volume', 'alarm', 'I', 'miss']]"
481,1,"[['connecting', 'people']]"
482,1,"[['Has', 'Just', 'Finished', 'Watching', 'All', 'Videos']]"
483,1,"[['Well', 'sun', 'shining', 'I', 'feeling', 'guilty', 'I', 'neglected', 'garden'], ['Seed', 'sowing', 'weeding', 'today']]"
485,1,"[['got', 'new', 'jeans']]"
486,1,"[['Fun', 'sight', 'A', 'got', 'sandwiched', 'two', 'cars', 'high', 'die', 'NO'], ['still', 'firm', 'moth']]"
490,1,"[['remember', 'Bob', 'excellent'], ['Well'], ['Come'], ['Repeat']]"
493,1,"[['morning'], ['think', 'aussie', 'wheat', 'honey'], ['maple', 'syrup', 'milk']]"
497,1,"[['I', 'agree', 'entirely', 'I', 'creative', 'amp', 'vibrant', 'night', 'reason', 'I', 'need', '2', 'sleep']]"
498,1,"[['saw', 'I', 'cases', 'collection']]"
499,1,"[['I', 'love', 'come', 'help', 'unpack', 'Let', 'know', 'I', 'need', 'Sat', 'afternoon']]"
502,1,"[['great', 'man'], ['good', 'luck'], ['I', 'guessing', 'coming', 'days', 'going', 'extremely', 'exciting']]"
503,1,[]
508,1,"[['nothing', 'congratulate', 'task', 'thanks', 'work', 'group']]"
510,1,"[['Mad', 'Money'], ['I', 'love', 'movie']]"
511,1,"[['blog', 'website']]"
513,1,"[['Last', 'hour', 'England']]"
514,1,[['movies']]
516,1,"[['tea', 'tonight', 'show', 'say', 'hello', 'john', 'tonight', 'show', 'band']]"
517,1,"[['morning', 'mr', 'things']]"
520,1,"[['Weekend', 'crazy'], ['3', 'parties', 'got', 'back', 'together', 'girlfriend', 'things', 'going', 'great']]"
522,1,"[['one', 'lady', 'agrees', 'attend', 'I', 'fine']]"
526,1,"[['going', 'great', 'suns', 'happy', 'cud', 'ask']]"
527,1,"[['David', 'one', 'extremely', 'good', 'looking', 'man', 'Ben'], ['Enough', 'turn', 'gay', 'women', 'straight']]"
530,1,"[['yet'], ['red', 'carpet', 'sighting', 'hope']]"
531,1,"[['33'], ['uppp']]"
533,1,"[['It', 'turn']]"
534,1,"[['yeah', 'u', 'going', 'greenbelt', 'condo', 'call', 'u', 'decide', 'play']]"
535,1,"[['totally', 'say', 'I', 'shut', 'fat', 'face']]"
540,1,"[['failed', 'physics', 'TEST', 'homo'], ['holidays', '2', 'days', 'go']]"
541,1,"[['GUYS', 'ADD', 'please', 'thank']]"
544,1,"[['friendly', 'Chinese', 'company', 'emailed', 'let', 'know', 'another', 'company', 'wants', 'domain', 'people', 'amazing']]"
545,1,"[['I', 'wish', 'I', 'looking', 'window', 'balcony', 'silly']]"
546,1,"[['Super', 'Red', 'Diva'], ['Stupid', 'University']]"
547,1,"[['nearly', 'holidays', 'hand', 'camping', 'D', 'D', 'D']]"
550,1,"[['Jubilee', 'line', 'Canning', 'Town', 'Custom', 'House'], ['Takes']]"
551,1,"[['I', 'watching', 'best', 'friend', 'Toms', 'pa']]"
552,1,"[['5', 'games', 'row', 'week'], ['1', '4', 'go'], ['Ca', 'wait']]"
553,1,"[['DS', 'parties', 'lounge', 'much', 'fun']]"
554,1,"[['good', 'luck']]"
559,1,"[['I', 'agree']]"
565,1,"[['day'], ['Running', 'sushi', 'shower', 'beach', 'beach', 'fun']]"
566,1,"[['yes'], ['summer', 'vacation'], ['old', 'school']]"
568,1,"[['wow'], ['artistic']]"
574,1,[['effect']]
576,1,"[['I', 'certainly', 'exclude'], ['I', 'might', 'time', 'Easter', 'put', 'list']]"
579,1,[]
580,1,"[['yeah'], ['opening', 'day']]"
581,1,"[['I', 'saw', 'u', 'I', 'wanted', 'say', 'hi'], ['U', 'r', 'person', 'much'], ['I', 'hope', 'I', 'meet', 'u', '1', 'day']]"
582,1,"[['I', 'quite', 'chuffed', 'Finally', 'shelled', 'cash', 'ticket'], ['Now', 'matter', 'passport', 'photos', 'amp', 'flight']]"
584,1,"[['Watching', 'part', 'one', 'Who', 'Jesus', 'trilogy', 'discovery', 'channel']]"
585,1,"[['well', 'got', 'ta', 'shower', 'go', 'get', 'haircut'], ['good', 'bye']]"
586,1,"[['Wow', 'awesome', 'night'], ['Posted', 'first', 'website'], ['Small', 'steps', 'progress', 'nonetheless']]"
588,1,"[['said', 'better', 'self']]"
589,1,"[['Happy', 'Birthday', 'dear', 'Love']]"
595,1,"[['son', 'treated', 'yummy', 'lunch', 'today', 'Birthday'], ['Drove', 'L', 'Lovely', 'surprise']]"
598,1,"[['Ca', 'wait', 'tomorrow']]"
599,1,"[['I', 'heard', 'hooker', 'pays', 'well']]"
600,1,"[['Good', 'Morning']]"
601,1,"[['Morning', 'miss']]"
607,1,"[['home'], ['lovely', '85', 'degree', 'weather']]"
609,1,"[['Check', 'Blog'], ['LIVE', 'VIDEOS'], ['day', 'come', 'got', 'live', 'videos', 'back']]"
611,1,"[['Cant', 'sleep', 'meditation', 'yoga', 'neither', 'one', 'helped'], ['Its', 'like', 'wan', 'na', 'go', 'sleep', 'go', 'bored', 'sleep', 'fix', 'Peace']]"
612,1,[['guess']]
613,1,"[['Survived', 'night', 'time', 'gherkins'], ['Heads', 'swimming', 'ideas', 'morning'], ['Only', 'actually', 'workable'], ['Time', 'get', 'busy']]"
614,1,"[['Yeah', 'I', 'saw'], ['Really', 'nice', 'amp', 'simple'], ['Thanks']]"
615,1,"[['got', 'back', 'hairdressers']]"
618,1,"[['26', 'characters'], ['Yr', 'last', 'tweet', 'made', 'cut']]"
619,1,"[['tell', 'I', 'burst', 'laughing', 'really', 'loud', 'Thanks', 'making', 'come', 'sulk']]"
624,1,"[['home', 'Housework', 'tackled', 'bed']]"
626,1,"[['morning', 'sleep', 'YAY']]"
628,1,"[['Morning', 'long', 'day', 'ahead'], ['Hope', 'great', 'day']]"
629,1,"[['I', 'think', 'much', 'better', 'got', 'rid', 'half', 'functions', 'language']]"
631,1,"[['long', 'charge', 'pulling', 'chute']]"
633,1,"[['Honey', 'I', 'really', 'early', 'morning', 'busy', 'day', 'catch', 'later', 'tomorrow']]"
635,1,"[['Sorry', 'Wrath', 'Khan'], ['But', 'made']]"
640,1,"[['love', 'white', 'horses']]"
644,1,"[['It', 'happens', 'loads'], ['reply', 'ID', 'NOT', 'I', 'spell', 'wrong', 'deliberately']]"
645,1,"[['good', 'morning', 'still', 'miris', 'house', 'today', 'alone', 'best', 'friend', 'give', 'call']]"
646,1,"[['debating', 'Vietnam'], ['Culture', 'sun'], ['Heat', 'heat'], ['Life', 'good']]"
647,1,"[['hope', 'ur', 'well', 'n', 'nice', 'end']]"
648,1,"[['hi', 'hi']]"
651,1,"[['I', 'wonder', 'directed', 'definitely', 'ipod', 'commercial', 'future']]"
654,1,"[['23', 'possible', 'today'], ['Nice']]"
656,1,"[['OK', 'bedtime', 'made', 'another', 'Monday'], ['YAY'], ['Night', 'Tweets']]"
661,1,"[['back', 'home', 'working', 'eating', 'way', 'much']]"
663,1,"[['Sleepy', 'time']]"
664,1,"[['A', 'brand', 'spanking', 'new', 'boot']]"
667,1,"[['Interested', 'see', 'goes'], ['number', 'partners', 'cross', 'many'], ['Split', 'middle', '150']]"
669,1,"[['naming', 'bites'], ['Picked', 'Python', 'seems', 'like', 'reasonable', 'thing', 'shoulders', 'giants']]"
670,1,"[['clean', 'room', 'bake', 'cake', 'tomorrow', '13', 'hours']]"
674,1,"[['done', 'time', 'bed']]"
679,1,"[['Good', 'start', 'day'], ['Booked', 'courier', 'collection', 'Bridge', 'show', 'sent', 'enquiry', 'book', 'van', 'move', 'studio', 'next']]"
681,1,"[['Its', 'long', 'time', 'China'], ['I', 'miss', 'Korea'], ['I', 'miss', 'esp', 'cousins']]"
682,1,"[['noticed', 'trending', 'topic', 'working', 'day', 'started', 'hours', 'ago', 'waiting', 'good', 'morning']]"
683,1,"[['Attempting', 'leave', 'amp', 'cross', 'dateline', 'day', 'birthday', 'I', 'skip', 'completely', 'year'], ['I', 'stay', 'age']]"
684,1,"[['trying', 'find', 'formal', 'wear', 'casual', 'closet', 'jeans', 'shirt', 'good', 'enough']]"
687,1,"[['I', 'love', 'purses'], ['U', 'send']]"
688,1,"[['work', 'going', 'tomorrow', 'going', 'another', 'baking', 'day']]"
690,1,"[['Morning', 'All'], ['Reading', 'Secret', 'Works']]"
691,1,"[['I', 'late', 'bird', 'Poland'], ['past', 'noon', 'still', 'morning']]"
692,1,[['follow']]
