sentence_id,sentence_label,sentence_text
122,1,cant wait hannah movie
123,1,know dutch newspaper day
124,1,goodnight
128,1,least hes good hands
129,1,aookie feel better ill pray youand bag nurse
130,1,drunken besties stumble room run around sober cj drunk hope knocking doors good times
132,1,tumbling fool love
133,1,landed belfast wee wee
136,1,twilight came morning thats ill watching tonite
138,1,good morning evil twin
139,1,dull greyish day brussels wearing camps n � sample loving usual definitely buying point
140,1,sister currently telling year olds bar reading books maybe ill take book bar
143,1,urge get old microscope running
144,1,hopefully wont stop getting studio time although could always terry wogan broadcast car
145,1,pucker drink choice
147,1,wouldnt want way
157,1,id forgotten need sometime
162,1,aell disturbed inside fire followed night
163,1,working hard work smart
164,1,jealous hope great time vegas like acms love show
167,1,really dont know think globe yeah sana gumaling na ko para alam ko na din kung makakasama ako
168,1,hows holy week coming along hope im bothering think get froulala cards week
171,1,youre welcome havent used aptana gt months let know like
172,1,hell yeah theres effin man
173,1,hi thank following
174,1,happy birthday loving foxy avatar pic well serious party plans big day
177,1,one
180,1,nah cool well spring rolls late lunch ughh hate stupid english thing
182,1,wow enjoy
183,1,got going later yayyy
184,1,thats lot people sure
187,1,sounds like celebrated nomination properly best luck excited
188,1,leave today taking care baby going months old
189,1,watched previews theyve playing way much looks really bad stop watching haha
190,1,walle great battle stress yay staying night homework together
191,1,may stay outside wonder quick operation
192,1,going get things soon ive finished coffee xx
193,1,rereading avalon high nnnntttttthh time
195,1,perfecto
196,1,dont neither
197,1,jus watched fast n furious gonna lie bad part sick fast cars beautygirls drive fast cars love
198,1,well could fabulous would say quotput piece left side ur head n push ur mind rightquot sure tho
203,1,blum boleh dong maaf ibu hamil
206,1,eleonoraelitoday ive got bday yay wish celebrities wish happy bday xp haa xd itll never happen
207,1,lol yes iz ur hubby u r gonna makes v v cute babies
208,1,first spanish lesson hour nervous massive drawing marathon rest day
211,1,im chilling god blessed w another day smile u know goodnight hope talk u soon
212,1,second ian thank
213,1,thanks putting coolest design cats list
215,1,thankfully long may last
216,1,probably neded thank god ok good day across pond
217,1,way sleep wicked get create
220,1,miss first follower lt need talk vlogbrothers thing communicate thru vlogs
221,1,know go team gb
224,1,working tweeting facebooking enjoying raspberry mocha latte
226,1,bed time
229,1,oh good im glad youre feeling better ive really good itll crazy week though good way
232,1,gonna help mom get twitter
237,1,already gosh im thrilled
241,1,far interesting
242,1,ahaha im sure lol
243,1,work pears liquid state bought weekend say fruits healthy
245,1,commentators talking shaq nashs twittering live phx suns match
249,1,listen heeeeeeeeey liiiiiiiiiiiiisten song lalala
250,1,thanks atwood advice ill put list
253,1,thans response ihad already find answer
254,1,setting new systems contributors
256,1,always right words lucas xx
258,1,close eyes pick one hit reply
260,1,nice run last night rain nobody twittering birds spinning tonight training
263,1,know apologized
264,1,lol soooo new update way read
265,1,crazy day school hours straiiight watch hills told ha happy birthday jb
268,1,thanks getting joey joe twitter jon need jordan amp danny xxx
269,1,cause theyre really high fluffy inside
277,1,beginning feel lot like summer everywhere go
278,1,ahh yesterday cinematic orchestra concert proved really great band edge seat whole time
279,1,another day office days go
282,1,thanksit seemed right moment love show songs bring joy
284,1,yeah guys totally bring dublin party would love company
286,1,aww dont make blush
287,1,dont trip tweezey sheezey gotchu
289,1,go outside smoke time live next door bar sounds arent always soothing lol
295,1,germany crisis crisis
297,1,cool apart show seen anything twitter related tv sure great
299,1,weekend thatll never forgetits back grindin
302,1,big thanks brenton workouts hes kicking butt shape hello bikini body
305,1,clouds come fear may late enjoy weather
307,1,thats mirror youre looking
309,1,quotconveniencequot remedy ltthats cuz doc
312,1,igoogle twitter win thanks
313,1,know didnt mean random time business kids holding together well
315,1,nah gee reply whenever wishes birthday coming something make smile
316,1,thanks everyone voted owner joey victory mc election
321,1,since posting new photos website kids hit count went upway way way love china views alone
322,1,pray friend late workpray goes wellwith energy lord god good
325,1,mathew pretty crazy huhh text
327,1,sleepover corey korey
330,1,yep curiousity though ya get pics ferrari anyway
332,1,hes ravin rabbid
333,1,photoboth blackampwhite wayyy old call herbert lol love hes like living legend gotta love berlin lt
334,1,looking forward meeting pastor kong jw later
341,1,broke xbox achievements
344,1,time bed night twitters
346,1,oh goodness didnt know could message friends hello ai
350,1,love best
351,1,thanks vodou music need send sleep
355,1,fame change people lets get one thing straight reason change get
358,1,yep wine feijoa sorbet muffins chutney etc large tree always open suggestions tho
359,1,nilagyan mo ng knorr seasoning mix ulit ung pancakes mo hehehe teka heaven eggs ba
360,1,love movie
363,1,way home fun evening
364,1,life already blessing never know get even blessed keep heads goodnight twitter world
366,1,waking cant decide drink breakfast amp people becoming twitter addicts funny
368,1,blog like addiction
370,1,going take nap going bm tuition
373,1,skype iphone voipoverg easily make voice calls g grpsedge cool stuff thanks open source community
374,1,thank much
376,1,followers merrier
381,1,sam threw iphone leftover tea complained quotaccessoryquot switched airplane mode unplug tea
382,1,link takes quothazardous weather outlook michiganquot quick amp dirty indeed
384,1,im gunnna things
385,1,hellz yeah definitely downloading thanks
387,1,haha true drama good every
388,1,cant wait go partying tonight bestie
390,1,helping dad computer
391,1,another challenging meeting french hope productive able understand
394,1,sweet thank
396,1,dissertation script finished tutor final reading come
397,1,finally made map panama quotwhats panama like animalquot haha love friends
398,1,damn right grill always open
399,1,woke sunshine today makes feel whole lot happier
400,1,thinking everything crossed turn baby turn
403,1,make stef octopus
408,1,saddle buggy lol cute great day steve amp take care thinking tweet later xx
410,1,national championship band members welcome elite group cheersquot mr fuchss toast us go heels
417,1,cant get early enough night workouts much better
418,1,hate got back trainer go
420,1,follow
421,1,ohhh sending loads positive vibes way
424,1,quite ago
425,1,things hate bed
426,1,thats kind car want involved accident evidence would indisputable
429,1,depends add salary laughable
430,1,hamu tour tm im excited
431,1,heres one maggi noodles
432,1,pollen salt daphne loves derby love love little song tweets decided send
433,1,new bags almost ready theyre full textures small surprises guess willl shop update end week
435,1,aw guys best haha save making fool outta technology
437,1,quick exhausting day time
438,1,going bed goodnightttttt
439,1,feel like running away far away great place one find
441,1,sounds interesting already
442,1,yous good morning today dougie became morning twenty minutes ago america
446,1,reading writing cping
449,1,watching ellen show
451,1,way right way yes quotright wayquot um know works clients
457,1,finally got left dead work multi minus steam need th whos
458,1,better thought sleep
459,1,told told told finally listened
460,1,nice pictures glad good time
462,1,hmm sleeping im making awesome cd mixes
463,1,packing another order new retailer
464,1,best looking forward upcoming aus shows
467,1,well heading bed early since im heading mall good night tweeps
468,1,reallylike would buy sweater couldnt tell silk really nice polyester blendlovesit chrisb
469,1,im feeling somewhat artistictime break sketching pad feel new dress design coming
471,1,good night good day twitters
472,1,nah dont even lol haha thankssss page love
473,1,bon courage pour magento
475,1,hi joined think brill haha still bedcouldnt bothered getting anywaybye
476,1,u air kiss u
477,1,thanks response ihad already find answer
479,1,im going try last hour even turn volume alarm wont miss nitey nite
481,1,quotnokla connecting peoplequot
482,1,finished watching supermac videos
483,1,well sun shining im feeling guilty cos ive neglected garden seed sowing weeding today methinks
485,1,got new jeans
486,1,fun sight biker got sandwiched bettwen two cars high speeddid dieno stod sigaret still firm moth
490,1,anyone remember vic bobs excellent quotcatterickquot well lookee come beeb repeat
493,1,haha morning think aussie wheat bix honey maple syrup milk
497,1,hmm dont agree entirely creative amp vibrant night reasonbut need sleep
498,1,saw cases collection
499,1,would love come help unpack let know need sat afternoon
502,1,great man good luck everything im guessing coming days going extremely exciting
508,1,nothing congratulate task thanks dont work maemo group
510,1,mad money love movie
511,1,blog website
513,1,last hour england
514,1,watchin movies chillin
516,1,tea tonight show say hello john melendez kevin eubanks tonight show band
517,1,morning mr hows things
520,1,weekend crazy parties got back together girlfriend things going great
522,1,one lady agrees attend fine
526,1,hols going great suns every happy wot cud ask xd
527,1,david tennant one extremely good looking man ben enough turn gay women straight
530,1,yet beleive red carpet sighting hope
531,1,lora lt cuzzzz gossipgirl uppp yayerrrrzzzzz
533,1,wooot turn blogg
534,1,yeah u going greenbeltsome condo call u decide play hookie hehe
535,1,jon could totally say mannies peddies would shut fat face
540,1,failed physics test homo keeen holidays days go
541,1,hey guys everyone add please thank
544,1,friendly chinese company emailed let know another company wants domain people amazing
545,1,aww wish id looking window balcony something silly
546,1,super red diva stupid university
547,1,nearly holidays hand camping
550,1,jubilee line canning town dlr custom house takes mins
551,1,watching best friend toms tvshow pa tv
552,1,games row week go cant wait
553,1,ds parties lounge much fun
554,1,good luck
559,1,couldnt agree
565,1,amaaazing day running sushi shower beach uno beach fun
566,1,omg yes summer vacation theyre old school
568,1,wow artistic
574,1,effect everyone
576,1,certainly wont exclude might time easter ill put list
580,1,yeah opening day
581,1,saw u wanted say hi u r amazin person inspirationthank much hope meet u day
582,1,im quite chuffed finally shelled cash ticket wwdc theres matter passport photos amp flight
584,1,watching part one quotwho jesusquot trilogy discovery channel dvr
585,1,well tweeps im gotta shower go get haircut good bye everyone
586,1,wowawesome night posted first website small steps progress nonetheless
588,1,levoncouldnt said better self
589,1,happy birthday dear love
595,1,son treated yummy lunch today lygon st carlton birthday drove ls lovely surprise
598,1,cant wait tomorrow
599,1,heard hooker pays well
600,1,good morning
601,1,morning miss
607,1,home hmmm lovely degree weather
609,1,check blog live videos day come got live videos back da
611,1,cant sleep meditation yoga neither one helped like wanna go sleep go bored sleep would fix peace
612,1,guess iphone
613,1,survived night time gherkins heads swimming ideas morning actually workable time get busy
614,1,yeah saw really nice amp simple ui thanks
615,1,got back hairdressers
618,1,characters yr last tweet wouldnt made cut
619,1,tell burst laughing really loud thanks making come sulk
624,1,home housework tackled bed zzzz
626,1,morning havent sleep yay
628,1,morning tweetland long day ahead hope everyone great day
629,1,think would much better got rid half functions language
631,1,long charge pulling chute
633,1,honey goodnight really early morning busy day catch later tomorrow
635,1,sorry wasnt wrath khan made
640,1,love white horses
644,1,happens loads reply id ramdomthoughts randomthoughts spell wrong deliberately
645,1,good morningstill miris house today alone againso best friend give call
646,1,debating vietnam phillipines culture sun heat heat life good
647,1,mornin hope ur well n nice wk end
648,1,hi hi
651,1,wonder directed theres definitely ipod commercial future
654,1,� c possible today nice
656,1,ok bedtime made another monday yay night tweets poof
661,1,back home working ive eating way much
663,1,sleepy time
664,1,brand spanking new aior boot
667,1,interested see goes number partners cross ok many split middle
669,1,ah naming bites picked python seems like reasonable thing � stand shoulders giants
670,1,im uphave clean room bake cake tomorrow hours bday hehe
674,1,done time bed buenas noches
679,1,good start day booked courier collection hebden bridge show sent enquiry book van move studio next wk
681,1,woohoo long time since ivent goneback china aww miss korea tuloy miss fambam esp cousins lmao
682,1,noticed quotgoodnightquot trending topic working day started hours ago waiting good morning
683,1,attempting leave amp cross intl dateline day birthday skip completely year stay age
684,1,trying find something formal wear casual closet jeans popculture shirt good enough
687,1,love purses u shud send
688,1,tafe work going tomorrow im mummas place going another baking day
690,1,morning reading secret works
691,1,im late bird mariusz poland past noon still morning
692,1,follow chris
693,1,hr debugging css problem colleagues computer remembered installed ie pc couple weeks ago
695,1,discovered tonight church serving breakfast easter im sure exciting suspect baby
696,1,think cab ride sofia walk class interesting part
701,1,lolim getting u journal ur bday
703,1,found madden oh well say old new
704,1,hope fun time mate
705,1,yes world finally know going withing scottish network
706,1,congrats u
707,1,im going take shower im gonna try wake
708,1,sure love peoplebrowsr columns limit groups settings saved cloud
709,1,afterwards spoke mom argued defense ahupuaa
710,1,im david bowie mood feel like watching labyrinth sexiest goblin king ive ever seen classic
712,1,heh thanks advertising skills
713,1,artistic affirmation drunk lady kinda needed
714,1,today super fun tried new things plus future hangout buddies
715,1,cause exactly kinds movements wrists cause maybe im wrong youll see
718,1,following reason acesbyrozzjcom
719,1,rise shine
721,1,mum youre reading want know think rock shall enjoy together
722,1,im time pain meds
724,1,bye bye going sleep finally xdddd p
725,1,going get rid kirstie alley hair later
726,1,eventbox testen
729,1,umm see one coming lol
734,1,love sometimes forget hungarian isnt mother tongue personality also changes hungarian
735,1,hi chris nice see another british ror developer
737,1,wonder get funding travels
738,1,going bye bye people
741,1,morning im well thanks damn irregular sleep patterns
742,1,cool stuff
745,1,oh new logo featured
748,1,idea
751,1,thinkn proud share ride u quotthank uquotjust doesnt say enough ill b ever grateful
753,1,forgotten much love nokia n
755,1,thanks man
756,1,love mario song thanks ur nice words yeah hate eminem track
757,1,talking haha yes multitasking gift laziness gets best sometimes know excuses
759,1,agree jo dont say thanks natasha hrere
763,1,welcome
764,1,right hospital seeya later
765,1,well right getting ready work
766,1,volunteer hunch beta invite
767,1,see lincoln mentioned weather
774,1,well case know mean hahaha love goodwhatever role decide take
777,1,happy birthday
778,1,im going make peanut butter toast healthy
781,1,good morning everybody
782,1,french word sorry looks like youre going try harderits
784,1,dont worry matey im still around trying juggle podcasting life internet life
785,1,youre online anymore congrats purdue yay figure budget rent
786,1,nice one mean youll put avatar
790,1,yay following looking forward blog updates
792,1,hope sister sophie cute
793,1,uh oh im getting kind scared
796,1,thanks help realized need make work
797,1,hey fellow tweeters please follow bgluxurybandb huge things coming really soon super super cute stuff
800,1,good morning everyone
801,1,hour bring program end got little something
806,1,reason particular
807,1,haha sarapan aja belum kok udah disamperin sama client di rumah
808,1,opps meant quotsummer vacationquot cassette tape
812,1,goodnight
814,1,love smell rain u xox
815,1,gosh youre late arent sleep something
820,1,thinking planning
821,1,every time see twitvim tweets feel need use twitel
822,1,got quotthingquot doctor chics
824,1,im reading hewis
825,1,bye good night
826,1,� thats brill see pic disappear strange
827,1,found rusted paw print lane give quick clean say broken buy extension track
829,1,grateful beautiful music share dedication give us thank youre amazing
830,1,climb got shoes harness everything dorset trip year
831,1,kenya years old one best holidays life amazing hubby south african
834,1,hoping get good sleep tonight poor baby still feel bad nice warm lavender bath made feel good though shes tough
835,1,want writing like maybe personalized signature new book
839,1,want see indigenous medical officer lol
841,1,mac could anything
844,1,se la pete en amphi tours
845,1,yes im going kenya august days w tumaini international loving cute aids orphans excited
846,1,im getting nervous trip tomorrow may little boring haha oh well always trusty ipod books course lol
848,1,haha saw one day sad im entirely addicted site endless laughs
850,1,yayy keep polishing adorable
852,1,uploading greatest cartoon newspaper ever regarding twitter
854,1,days work left forever travelling europe
855,1,rowr bet going bedbut im sure would want included well lmao
857,1,dundrum martin
859,1,almost
860,1,well go prob
861,1,thank god dont take bio
864,1,used think wellhonestly fairly easy use im coder like working shell
865,1,means end want
872,1,oh random game lol im addicted dont afraid join pupil
873,1,got home aftre night justine
882,1,welcome looking forward event long may
885,1,interesting digital engagement peep good know theyre engaging people coal face
887,1,wonder jon thinks sees tweets picture jordan busting nut laughing us oh yeah jordan
888,1,like saving money
893,1,catching emails rss random bacn im cutting early tonight pm dinner
894,1,please
895,1,thinks follow mate hes good un
896,1,scowls lot temporary adulthood
900,1,hehe got till end week
901,1,friend knew online last night finally added messenger
906,1,fair goodnight sweet twitters pleasing dreams restful slumber
907,1,degrees springtime georgia glad didnt plant last weekend
910,1,take look
913,1,thanks
914,1,hb
915,1,glad could help need barcode scanners
916,1,dinner yummo tonighthmade tuna patties mediterranean salad ones
920,1,hey ced kingdomguard
924,1,going say thing fun dinner know
925,1,maybe include programmers translation cribsheet normal people understand twits
926,1,hate morn workouts bc love sleep late ha fun mexico love show trip gonna air keeping
927,1,baby strampelt fast im takt new soul yael naim
933,1,pierce surprised w koi fish today hes best mention hes remodeling whole aptim grateful life
936,1,nooning wedding old man sharted throwing moon pies venture macon georgia
941,1,yay tell games get arrange wii dates
942,1,podcast thanks lols didnt know pass raf
945,1,errrrr oops could possibly mistaken didnt know aussies follwed lol
947,1,back school long walk flippin cold outside days ago sunny next day raining today snowing
950,1,thats easily favorite season logan dick martha awesome pierce
951,1,night everywhere daylight
961,1,lunch black girl aiden lukas check taylorianscom
962,1,see used english reply rather esperanto rest case
963,1,make bed without running wall tripping feet heh
964,1,oh oh oh gonna go buy twilight dvd today extend overdraft nd time many weeks may aswell
967,1,youre cute
969,1,support making world better place
970,1,thanks prefer keep memories
971,1,monsters vs aliens fantastic ginormica new favourite superhero
973,1,nah already gave good idea strawberry yogurt menchies
974,1,waiting tonights united vs porto match predict go red devils world champions
979,1,hey
985,1,youre cute
986,1,thank u much youre late technically mins left day since im cali
989,1,break th tweets
990,1,going pick sec anniversary today
992,1,trying work exctly twitter worksshouldnt take long lol
993,1,eyes sleepystill looked reply seb replied sweet im tired
995,1,drooling paul walker cant wait fast amp furious
997,1,also website seems fyi pity wanted check sure knew though
999,1,change name qoosfr queen obscure science fiction references instead cbn person understands
1005,1,exactly
1008,1,oki ithope works
1009,1,thanks tip sams club
1010,1,lol im following u night new friiiend
1012,1,bata line change quotthe world feetquot quotthe world facequot
1013,1,yep remember anne green gables filmed series near toronto based books meegan follows starred
1014,1,haha im going play cod
1015,1,dont know still find hilarious hearing like times row doooo
1016,1,yes wont long playing easter bunny much fun em well
1020,1,sounds fantastic youre amazing need watch muse gigs shall saturday night
1024,1,yes books child
1026,1,love uno doesnt
1030,1,haha makes online fart
1031,1,nespresso office present boss damn roxx zeker nu
1034,1,thanks anna willsure hot shower plenty origins put back track
1036,1,thats ok funny lol
1037,1,safe travels congrats new move
1039,1,thats always given comes anything touched government myki perfect example im cynic
1041,1,id like put forward one men cant tick boxes im nice guy anyway
1044,1,watching quotthe princess bridequot want wesley
1046,1,anyone yogurt karhi im making one first time
1048,1,skates
1050,1,want nap ooo realised ive got free lines tomorrow morn amp work loooong sleep
1051,1,go home
1052,1,ok im really wash hair got five shows week man hey life chose life dancer
1053,1,thank
1058,1,change wish see world
1059,1,hehehe thanks saw store couldnt leave without love hats
1060,1,desk � think itll flyer
1062,1,wahhey going roadtrip nottingham lol visiting julie amp nana grandad
1063,1,thanks hope well
1066,1,becausethe simpsons fingertips especially early seasons dont get rerun much sweetneatcooletc
1068,1,hate shows everything stand way make ppl look ridiculous cept audrina shes mine
1069,1,weeks see happens
1070,1,bits goa forces chief warden resign mass revolt lasting hrsway go ppl
1071,1,hi mate
1072,1,im headed bed soon maybe miss west coast time zone days
1073,1,haha dont worry youll get hang
1074,1,tis nature job im fan outages either hope went well
1076,1,pizza awesome
1077,1,watching star world
1080,1,last thing woman needs another man whos fast amp furious
1081,1,report english b modern history geography b maths b b accounting ipt
1083,1,try hardest
1085,1,heres latest tune leave comment please
1088,1,heard contest congrats girl
1096,1,wish dentist told
1102,1,kc blushes yes reminded quotlittle symbolquot visible apps prob forgot
1103,1,reflecting
1104,1,wallpaper check gt
1105,1,chillin watermelon probz fav
1106,1,came back homeee feel like shitting byee see lata
1107,1,hella excited cuz italian
1108,1,ill bxl tomorrow would gone back tomorrow eve could train together thursday bit late
1109,1,bad news rejections need
1110,1,cant wait september going strathclyde uni teaching im soooo excited
1111,1,awesome day boy grateful amp blessed know
1113,1,misery loves company
1114,1,suck math understand sex really well sort mental image useful
1116,1,got back rough roadtrip amsterdam motorcycle excellent time
1118,1,days till chris comes home days till summer
1120,1,take place fun dance night away
1121,1,like classroom morning
1122,1,studying friends thats update
1123,1,good tuesday
1124,1,awesome lt ccc easyso ill bet go fine
1129,1,feeling happy giant box chocolates arrived morning easter wonderful underrated holiday
1130,1,grass make sick would like two leg picking poop could believe
1131,1,yoo follow come england xo
1132,1,nope accent manner speaking sounded like
1136,1,yup many us named quotbenjamin buttonquot
1137,1,lol nope ill still another year
1138,1,ive seen flickr ive fallen love wonderful awesome
1140,1,yay even cant go pouts shes supporting morrissey one ca shows makes happy
1141,1,im hiding theres much point anywaysss
1142,1,warm glass milk sleeping pills need read bed time story
1144,1,sooo crazy ur middle day im bout go sleephaha hope well buy new kickslol hollleer
1146,1,thank sexxy flower take time happy sleeps wet dreams luv ya babe
1148,1,picture sweet
1150,1,lol weather windy
1154,1,need work faster
1163,1,sence hostility thought sun shining midsn today
1164,1,morning ooo u shoooting told u love u marv x
1167,1,im today yay
1169,1,paddington nearly home
1174,1,cheers matey
1176,1,rob fav kardashian please say hi
1177,1,great twitter tutorial maybe hubby watch good guy
1178,1,movie isnt friday dear worries well seeing
1180,1,guys mentioned haha cool ive posting random stuff past houramp getting kick
1181,1,missing man keeping busy family staying
1182,1,read blog amazing wine food
1184,1,bed amazing night chatting pretty amazing guy know
1185,1,quotdont speak liarquot favorite songs im looking forward hearing orlando get well soon hugs
1188,1,well sleep stayed showers dont take four hours
1192,1,joy mostly joy made family tree one side family check myspace friend
1194,1,took twitter break im back
1195,1,lets make right
1196,1,mmmm page france dont know lyrical brilliance
1197,1,big picture comes big target people throw big things develop thick skin seriously
1200,1,thanks hun hugs
1201,1,yup dtw short thanks letting know exists heh
1202,1,got work online dont feel well surfing internet listing gospel music hope morning enlightening
1203,1,im boat
1204,1,sleep disturbed looking end career today
1205,1,thanks
1209,1,interesting looking forward new insights
1210,1,cant see later day got funeralthis sucksso u want c twice nah jokes
1211,1,wohoooo wilco coming pukkelpop think invite good coffee house
1213,1,exciting suppose degrees tomorrow yeah
1215,1,well done mate good post
1221,1,found new pictures photo shoot never seen yay
1222,1,omg omg dougie replied gosh im happy
1227,1,night babies got vh thing check pics
1228,1,planning first one year egg hunt
1230,1,doesnt take run
1235,1,totally took change scenery great
1236,1,hahaha made much entertaining ryan big grin face watched fingers
1237,1,listening blink
1240,1,chk today looking forward interview think u r going great imply great cause
1241,1,hot date girl dinner
1242,1,london trip live
1246,1,lifes short scoble read gillmor article friendfeed journalists technologists robert scoble
1247,1,ahhh loved sunny dayi working good sun burn nose
1251,1,twitter legacy app
1252,1,good time tonightit neededthanks sistahs
1253,1,boyim hungrey ungoverok weekend try
1254,1,thanks spreading smile disease lol
1255,1,u would never think three year olds soooo much fun giant mr potato head quot lt
1256,1,fun ladies night anyone join
1258,1,thanks much follow
1263,1,id love see fogbugz iphone android app kiwi icon phone
1264,1,time thanks advance
1266,1,spoke fam via love see little moold nephew growing
1270,1,great meeting integrate existing social networks standalone game worldand viceversayoull see cool stuff us
1271,1,whoa want
1272,1,back jogging took shower going cook lunch gonna make french fries salad
1275,1,done quotthe hillsquothave flui think need smoke lol
1276,1,yes dont use becuase quotcyrusquot popular surname
1277,1,new holiday parade cd awesome
1278,1,home time chelsea lately
1279,1,hmm rude person removed well yes please food please yes
1281,1,oh oh found clothes love em xd
1282,1,followers less week rediscovering twitter account sure good ill take thanks everyone
1284,1,info didnt try laksa ate tongseng chicken lycee mango salad n fried shrimp good like
1285,1,hows ski jumping going beat missus yet
1286,1,yep like better thought would probably
1290,1,aww thats really sweet hope come back uk would great see xxx
1292,1,girl ive luck guys maybe emails hint need change target audience
1293,1,ignore mysql problem tomorrow youre definitely still system admin heart
1294,1,hi greeting poland love music
1295,1,well dunnoi didnt give ans yet u kno talkin bout
1302,1,yes fm best way listen radio sad switched like dab fm sigh
1303,1,mean ears
1304,1,going getting nm updates time around im really screaming wondering thanks
1307,1,paper works eve birthnight
1308,1,lmao understand brotrust
1309,1,glad hear thanks letting know
1310,1,eating prepeeled oranges lazy peel orange
1311,1,strange desire go confession
1312,1,woop rebirth today woop woop doctors sleep todaya goood
1313,1,lucky im going see show ny hope bring europe fall ill
1320,1,designing graduation announcements
1321,1,love jonas brothers
1323,1,hehe confess didnt read way
1327,1,thanks everyone words really lovely overwhelming thanks
1330,1,day hopefully
1333,1,goodnight
1336,1,broinlaw obviously
1337,1,goodnight twitterland belle going walks adventures tomorrow
1338,1,fine swamped work seriously need break pau rendang sounds yummy stomach grumbling
1340,1,sorry talking best friend havent replied talk
1341,1,looking ways promote olarisrentalscom also looking products promote members hi everyone
1343,1,sitting home listen fav music
1345,1,whew love movie quotpassengersquot
1350,1,ting tings suck
1351,1,audited amazing acting class excited start
1353,1,good morning
1355,1,two new hurley shirts today jealous
1356,1,thats awesome guys support
1357,1,ta bombarding links ho story tis old news amp chessington w kids onwards
1362,1,right ok already im sorry thought missed something else didnt mean look dense
1369,1,happy morning
1370,1,bet maybe time try pizza home delivery
1372,1,long day hope catch zzs result grabbing blankey chair gotta b bit bloodletting
1374,1,ban mikes first thats established weapon india
1376,1,dont know im tell post
1378,1,working use
1379,1,agree love prodigy though help please thorpe park disney etcwhat think best th bday x
1383,1,new pic
1388,1,night tweetiessee yall tomorrow
1390,1,coding hp mini said wont keyboard doesnt hurts
1391,1,getting ready install bi stack
1394,1,party date
1395,1,watchin bit telly
1397,1,cooler wants babiiesss oo hahahaha
1399,1,look celeb spotting throw rocks smug prick
1400,1,listening mr moyles n team xx like men waistcoats
1401,1,got magic numbers thanking yall support
1403,1,lead cross one favorites great job
1404,1,also done moms errands
1408,1,got great background
1411,1,dont lazytry tools make life easy lazy people
1414,1,finetuning part song maddy r making sounding good feel pro hahaha
1417,1,forever chasing simply best atm
1418,1,im watching hannah montana right haha hilarious talented
1420,1,better dont wanna come find u save dog would im animals call twit police
1423,1,home sweet home shower time
1425,1,pleasure let know end subbing
1426,1,outubecomtitomiwatch videoscommentampsuscribe amp follow cheers x
1429,1,finally bed made rescue videos lost sleep rescue
1430,1,still tryna figure twitter thought hold guys
1432,1,ex boyfriend blamed making freckles skin raise surface thought id done said wtf
1434,1,see sun set see sun set
1436,1,ok miss kat williams lol ive done
1437,1,hi hotbabe robn site work
1440,1,suppose officially one literati give smart points
1441,1,thank u give receive wonderful things life much respect
1444,1,wont miserable least weeks tho
